Fake ID,Year,City,Month,Day,Time,Week,Type Of Accident,Reasons,Street,Place,Area,Location,Lighting,Road Condition,Weather Condition,Road surface,Lay injured,Injured seat,Degree of injury,Age of the injured,The person's gender,Speed of the road,Number of tracks,Pedestrian behavior,Intersection,Total
898968,2021,Abu Dhabi,February,Thursday,Before noon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Al Ain Street - Dubai,Governmental,housing,Double road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,death,37,Male,140,4,There is no,Not on or by (20) meters of a,1
898969,2021,Umm Al Quwain,May,Wednesday,At noon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Emirates Street,Others,Polite area,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,34,Male,110,3,There is no,Not on or by (20) meters of a,1
898971,2021,Abu Dhabi,March,Saturday,Evening,the third week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Al Ain Street - Abuiriya,Residential area,Abu Kira,Dhuatatin Road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,21,Male,80,2,There is no,Not at intersection,1
898973,2021,Umm Al Quwain,October,Thursday,Before noon,The first week,Deterioration,Sudden deviation,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),Tunnel / Bridge,Navel,Double road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,death,30,Male,140,3,There is no,Not on or by (20) meters of a,1
898975,2021,Abu Dhabi,Dec,Monday,At noon,second week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,Tunnel / Bridge,The Bridge of Huma,Individual,day,The movement is suspended,No Clouds,dry,driver,Driver,death,58,Male,140,4,There is no,Not on or by (20) meters of a,1
898976,2021,Abu Dhabi,March,Wednesday,At noon,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,Truck Road (Abu Dhabi-Al Ain),Tunnel / Bridge,There is no definition of regions,Individual,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,death,41,Male,80,3,He crosses not on transit lines,Not on or by (20) meters of a,1
898978,2021,Abu Dhabi,August,Sunday,Evening,The fifth week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Khalifa Bin Zayed Street I,Industrial area,There is no definition of regions,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,27,Male,100,3,There is no,Not at intersection,1
898979,2021,Sharjah,Dec,Tuesday,In the afternoon,fourth week,A fixed body was shocked outside the road,Sudden deviation,Khorfakkan Road,Tunnel / Bridge,Al -Ghazir tunnel to Al -Rogh tunnel,Tunnel,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,death,3,Male,100,2,There is no,Not on or by (20) meters of a,1
898980,2021,Ras Al Khaimah,June,Monday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Al -Faisal Street near the agencies,Petrol station,Old Ras Al Khaimah,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,death,20,Male,100,3,There is no,Not on or by (20) meters of a,1
898982,2021,Abu Dhabi,January,Sunday,Evening,The fifth week,Shock,Preoccupation with the road while driving the vehicle in any way,Umm Al -Nar Road / Shahama,External road,Rest Beach,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,29,Male,140,4,There is no,Not on or by (20) meters of a,1
898984,2021,Ras Al Khaimah,August,Friday,Evening,The first week,A fixed body shocked the road,Sudden deviation,Ceramic Street from Ceramic Circle to Exit One hundred and nineteen,Others,The Red Island,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,death,23,Male,80,2,There is no,Not at intersection,1
898985,2021,Abu Dhabi,August,Monday,At noon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,External road,There is no definition of regions,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,death,36,Male,120,3,There is no,Not on or by (20) meters of a,1
898986,2021,Abu Dhabi,October,Sunday,In the afternoon,The fifth week,Shock,Preoccupation with the road while driving the vehicle in any way,Sweihan Road,Tunnel / Bridge,The farmer,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,death,15,Male,140,4,There is no,Not on or by (20) meters of a,1
898989,2021,Sharjah,Dec,Saturday,Evening,fourth week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Maliha Street,External road,Sword,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,21,Male,120,3,There is no,Not on or by (20) meters of a,1
898990,2021,Abu Dhabi,Dec,Monday,In the afternoon,fourth week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Sheikh Maktoum Bin Rashid Street,External road,There is no definition of regions,public road,Night - Enough lighting,crowded,No Clouds,dry,driver,Driver,death,55,Male,140,4,There is no,Not on or by (20) meters of a,1
898992,2021,Abu Dhabi,February,Monday,Evening,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,General Street (Abu Dhabi - Commodities),Governmental,Funny,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,39,Male,160,4,There is no,Not at intersection,1
898995,2021,Abu Dhabi,September,Friday,In the afternoon,The first week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Road Road Road,External road,There is no definition of regions,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,death,32,Male,120,3,There is no,Not on or by (20) meters of a,1
899000,2021,Sharjah,August,Friday,Evening,the third week,Deterioration,Sudden deviation,Hamriyah,Residential area,Hamriyah,Individual,day,Wicked (Bad),No Clouds,Sand,passenger,Rapid in the back seat,Simple,22,Male,40,1,There is no,Others,1
899004,2021,Sharjah,February,Thursday,Before noon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Hospital roundabout,hospital,Yarmouk,public road,day,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,25,Male,80,2,There is no,vertigo,1
899008,2021,Ras Al Khaimah,April,Sunday,Before noon,the third week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Khuzam Street,Commercial area,Lap,public road,day,Wicked (Bad),No Clouds,Temple,passenger,A passenger in the front seat,Simple,21,Male,80,3,There is no,Not on or by (20) meters of a,1
899013,2021,Sharjah,Dec,Tuesday,In the afternoon,fourth week,A fixed body was shocked outside the road,Sudden deviation,Khorfakkan Road,Tunnel / Bridge,Al -Ghazir tunnel to Al -Rogh tunnel,Tunnel,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,24,Male,100,2,There is no,Not on or by (20) meters of a,1
899016,2021,Ras Al Khaimah,May,Saturday,Evening,second week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Southern Al -Dhait Street near the Zayed Center,Mosque,Southern,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Simple,26,Male,60,2,There is no,Not at intersection,1
899027,2021,Sharjah,May,Friday,Before noon,fourth week,Shock,Preoccupation with the road while driving the vehicle in any way,Maliha Street,Residential area,Mud,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,30,Male,80,2,There is no,Hole,1
899028,2021,Abu Dhabi,July,Thursday,Evening,The fifth week,Run,Preoccupation with the road while driving the vehicle in any way,Ghiasi Shari,Residential area,Ghiasi,Individual,Night - without lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Simple,45,Male,30,2,He crosses not on transit lines,Not on or by (20) meters of a,1
899029,2021,Abu Dhabi,November,Tuesday,In the afternoon,The first week,Shock,Preoccupation with the road while driving the vehicle in any way,Missing,Residential area,The city of Shakhbout,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Simple,3,Male,60,2,There is no,Not on or by (20) meters of a,1
899032,2021,Fujairah,September,Saturday,In the afternoon,the third week,Be shocked,Sudden deviation,Sheikh Khalifa bin Zayed Street - Al -Farfar,Mountainous area,Alfrafar area,public road,Night - Enough lighting,Wicked (Bad),No Clouds,Temple,driver,Driver,Simple,28,Male,140,3,There is no,Not on or by (20) meters of a,1
899035,2021,Abu Dhabi,July,Thursday,In the afternoon,The first week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,External road,the seal,Double road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,35,Female,160,3,There is no,Not on or by (20) meters of a,1
899036,2021,Sharjah,September,Wednesday,In the afternoon,the third week,Be shocked,Preoccupation with the road while driving the vehicle in any way,Sheikh Abdullah bin Sultan Al Qasimi Street,Others,Drama,Double road,day,Wicked (Bad),No Clouds,dry,driver,Bike,Simple,32,Male,80,2,There is no,Not on or by (20) meters of a,1
899041,2021,Sharjah,Dec,Tuesday,In the afternoon,fourth week,A fixed body was shocked outside the road,Sudden deviation,Khorfakkan Road,Tunnel / Bridge,Al -Ghazir tunnel to Al -Rogh tunnel,Tunnel,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,1,Female,100,2,There is no,Not on or by (20) meters of a,1
899042,2021,Sharjah,May,Friday,Evening,second week,Deterioration,Sudden deviation,Khorfakkan Road,Tunnel / Bridge,Al -Saqq tunnel to the square tunnel,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,34,Male,100,2,There is no,Not on or by (20) meters of a,1
899043,2021,Sharjah,October,Monday,Evening,second week,Be shocked,Sudden deviation,Sheikh Mohammed bin Zayed Street,Residential area,The red patch,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,23,Male,120,3,There is no,Not on or by (20) meters of a,1
899045,2021,Abu Dhabi,November,Thursday,Evening,second week,Shock,Preoccupation with the road while driving the vehicle in any way,Rashid between Sayed Al Maktoum - Muhammad Ben Khalifa Intecket,Commercial area,dignity,Intersection,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Bike,Simple,42,Male,80,4,There is no,Vertical cross intersection,1
899051,2021,Abu Dhabi,January,Sunday,Evening,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Abu Dhabi Road - Al Ain,Residential area,Bani Yas (East),Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Simple,26,Female,80,3,He crosses pedestrian crossing lines,Not on or by (20) meters of a,1
899058,2021,Ras Al Khaimah,March,Sunday,In the afternoon,the third week,Deterioration,Sudden deviation,Emirates Street Transit Street,Sandy area,Stagnation,public road,day,Barrier,dusty,Other (select),driver,Driver,Simple,25,Male,120,3,There is no,Not at intersection,1
899061,2021,Sharjah,November,Friday,Evening,fourth week,Deterioration,Sudden deviation,Al Hamriyah Street,Commercial area,Hamriyah,Double road,Night - without lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,27,Male,100,2,There is no,Not on or by (20) meters of a,1
899065,2021,Umm Al Quwain,February,Thursday,Before noon,second week,Deterioration,Preoccupation with the road while driving the vehicle in any way,Sheikh Mohammed bin Zayed Street (Umm Al Qain - Ras Al Khaimah),Petrol station,Navel,Double road,day,Wicked (Bad),No Clouds,dry,passenger,A passenger in the front seat,Simple,37,Male,120,3,There is no,Not on or by (20) meters of a,1
899067,2021,Abu Dhabi,Dec,Wednesday,Evening,fourth week,Be shocked,Sudden deviation,Sweihan Road,Tunnel / Bridge,Sweihan,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,29,Male,140,3,There is no,Not on or by (20) meters of a,1
899068,2021,Abu Dhabi,January,Wednesday,At noon,second week,Deterioration,Preoccupation with the road while driving the vehicle in any way,There is no definition,Island,There is no definition of regions,public road,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,17,Male,80,2,There is no,Not on or by (20) meters of a,1
899073,2021,Sharjah,June,Sunday,Evening,The first week,Run,Preoccupation with the road while driving the vehicle in any way,Lake Corniche Street,Residential area,Magazine 1,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Simple,24,Male,60,3,He crosses not on transit lines,Not on or by (20) meters of a,1
899078,2021,Abu Dhabi,July,Tuesday,At noon,the third week,Run,Preoccupation with the road while driving the vehicle in any way,Armored road,Commercial area,Popularism,Individual,day,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Simple,3,Male,40,1,He crosses not on transit lines,Not on or by (20) meters of a,1
899079,2021,Abu Dhabi,July,Saturday,Evening,the third week,Shock,Preoccupation with the road while driving the vehicle in any way,Tarif road,External road,Arian,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,23,Male,140,3,There is no,Not on or by (20) meters of a,1
899089,2021,Abu Dhabi,Dec,Friday,Evening,second week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Sultan Bin Zayed the First Street (Thirty Two),Others,There is no definition of regions,public road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,passenger,Rapid in the back seat,Simple,21,Male,80,4,There is no,Not at intersection,1
899090,2021,Abu Dhabi,July,Thursday,In the afternoon,fourth week,Run,Preoccupation with the road while driving the vehicle in any way,There is no definition,Industrial area,Industrial Archbishop,Individual,Night - Enough lighting,Wicked (Bad),No Clouds,dry,pedestrian,There is no passenger,Simple,20,Male,60,2,He crosses not on transit lines,Not on or by (20) meters of a,1
899091,2021,Sharjah,August,Friday,Evening,the third week,Deterioration,Sudden deviation,Hamriyah,Residential area,Hamriyah,Individual,day,Wicked (Bad),No Clouds,Sand,passenger,Rapid in the back seat,Simple,36,Male,40,1,There is no,Others,1
899094,2021,Abu Dhabi,February,Saturday,Evening,the third week,A fixed body was shocked outside the road,Sudden deviation,An internal street,Residential area,Maqam,Individual,day,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,19,Male,60,2,There is no,Not on or by (20) meters of a,1
899096,2021,Ras Al Khaimah,June,Monday,Evening,the third week,Be shocked,Sudden deviation,Al -Munai’i Street,Mosque,Al -Munai’i,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,22,Female,60,1,There is no,Not on or by (20) meters of a,1
899099,2021,Sharjah,Dec,Saturday,Evening,fourth week,Consecutive,Preoccupation with the road while driving the vehicle in any way,Maliha Street,External road,Sword,Double road,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Simple,33,Male,120,3,There is no,Not on or by (20) meters of a,1
899109,2021,Abu Dhabi,November,Thursday,Evening,the third week,A fixed body shocked the road,Preoccupation with the road while driving the vehicle in any way,Al -Mafraq Al -Shawamik Street,Residential area,Tall,vertigo,Night - Enough lighting,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,44,Female,40,2,There is no,vertigo,1
899112,2021,Abu Dhabi,November,Tuesday,Before noon,fourth week,A fixed body was shocked outside the road,Preoccupation with the road while driving the vehicle in any way,Umm Al -Nar Road / Shahama,External road,Khalifa City (a),Individual,day,Wicked (Bad),No Clouds,dry,driver,Driver,Medium,42,Female,60,2,There is no,Not on or by (20) meters of a,1
